ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,A3,Lane Cove Road,Road Bridge,,A3,NSW,Sydney Metropolitan,,-33.77577,151.135351,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,185,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4568901,OSM:way/4568901,4568901,,"{""type"":""LineString"",""coordinates"":[[151.1353869,-33.7766002],[151.135316,-33.774939]]}"
,,OSM-4570741,The Grand Parade,Road Bridge,,,NSW,Sydney Metropolitan,,-34.028892,151.059297,,Local Council (inferred),,Beam Bridge,,,,,,,,121,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4570741,OSM:way/4570741,4570741,,"{""type"":""LineString"",""coordinates"":[[151.0586027,-34.0287857],[151.0591624,-34.0288655],[151.0595308,-34.0289228],[151.0598932,-34.0289923]]}"
,,A38,Delhi Road,Road Bridge,,A38,NSW,Sydney Metropolitan,,-33.794011,151.136203,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,9,,4,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source. On NSW freight network (OSM hgv=designated, spatial join); NHVR B-double/road-train/HML approval NOT verified.",Active,,,,,,3,,,,,true,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4574049,OSM:way/4574049,4574049,,"{""type"":""LineString"",""coordinates"":[[151.1362495,-33.7940142],[151.1361568,-33.7940073]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Sydney Metropolitan,,-33.733344,151.1294,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,40,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4602519,OSM:way/4602519,4602519,,"{""type"":""LineString"",""coordinates"":[[151.1296124,-33.7333057],[151.1291871,-33.7333815]]}"
,,M2,M2 Hills Motorway,Road Bridge,,M2,NSW,Sydney Metropolitan,,-33.777098,151.12702,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,32,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4631601,OSM:way/4631601,4631601,,"{""type"":""LineString"",""coordinates"":[[151.1268917,-33.7770047],[151.1271491,-33.7771907]]}"
,,OSM-4631876,Miller Street,Road Bridge,,,NSW,Sydney Metropolitan,,-33.824419,151.209904,,Local Council (inferred),,Beam Bridge,,,,,,,,7,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4631876,OSM:way/4631876,4631876,,"{""type"":""LineString"",""coordinates"":[[151.2098974,-33.8244511],[151.20991,-33.8243864]]}"
,,A3,Concord Road,Road Bridge,,A3,NSW,Sydney Metropolitan,,-33.824042,151.09408,,Transport for NSW (inferred),,Beam Bridge,,,,5.2,,,,136,7.5,3,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: clearance 5.2m (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4633126,OSM:way/4633126,4633126,,"{""type"":""LineString"",""coordinates"":[[151.0935038,-33.824422],[151.0946557,-33.8236628]]}"
,,A25,Barton Highway,Road Bridge,,A25,NSW,South East & Tablelands,,-34.828185,148.957163,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,69,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4640555,OSM:way/4640555,4640555,,"{""type"":""LineString"",""coordinates"":[[148.9571055,-34.8284929],[148.9572195,-34.8278775]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.538691,151.198737,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,617,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4672212,OSM:way/4672212,4672212,,"{""type"":""LineString"",""coordinates"":[[151.1980133,-33.5413996],[151.1994614,-33.5359826]]}"
,,OSM-4676411,Wakehurst Parkway,Road Bridge,,,NSW,Sydney Metropolitan,,-33.710921,151.275553,,Local Council (inferred),,Beam Bridge,,,,,,,,48,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4676411,OSM:way/4676411,4676411,,"{""type"":""LineString"",""coordinates"":[[151.2757843,-33.7108269],[151.2753207,-33.7110147]]}"
,,OSM-4676418,Wakehurst Parkway,Road Bridge,,,NSW,Sydney Metropolitan,,-33.717106,151.268785,,Local Council (inferred),,Beam Bridge,,,,,,,,40,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4676418,OSM:way/4676418,4676418,,"{""type"":""LineString"",""coordinates"":[[151.2689373,-33.7169761],[151.2687881,-33.7171119],[151.2686307,-33.7172285]]}"
,,OSM-4734794,Sutton Road,Road Bridge,,,NSW,South East & Tablelands,,-35.181886,149.258257,,Local Council (inferred),,Beam Bridge,,,,,,,,72,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4734794,OSM:way/4734794,4734794,,"{""type"":""LineString"",""coordinates"":[[149.2583223,-35.1822049],[149.2581914,-35.1815664]]}"
,,OSM-4781350,Prospect Highway,Road Bridge,,,NSW,Sydney Metropolitan,,-33.802292,150.916102,,Local Council (inferred),,Beam Bridge,,,,,,,,61,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4781350,OSM:way/4781350,4781350,,"{""type"":""LineString"",""coordinates"":[[150.9161361,-33.8020181],[150.9160675,-33.8025661]]}"
,,OSM-4819028,Engadine Track,Road Bridge,,,NSW,Sydney Metropolitan,,-34.076467,151.055591,,Local Council (inferred),,Beam Bridge,,,,,,,,53,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4819028,OSM:way/4819028,4819028,,"{""type"":""LineString"",""coordinates"":[[151.0558393,-34.0763499],[151.0553437,-34.0765834]]}"
,,OSM-4869179,Coleman Street,Road Bridge,,,NSW,Sydney Metropolitan,,-33.818832,150.981693,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,92,,4,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4869179,OSM:way/4869179,4869179,,"{""type"":""LineString"",""coordinates"":[[150.9817375,-33.8184201],[150.9816475,-33.8192436]]}"
,,M1,Southern Cross Drive,Road Bridge,,M1,NSW,Sydney Metropolitan,,-33.912385,151.212896,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,60,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4869834,OSM:way/4869834,4869834,,"{""type"":""LineString"",""coordinates"":[[151.2129338,-33.9121175],[151.2128587,-33.9126529]]}"
,,A34,Newbridge Road,Road Bridge,,A34,NSW,Sydney Metropolitan,,-33.926549,150.92725,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,278,,4,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4893661,OSM:way/4893661,4893661,,"{""type"":""LineString"",""coordinates"":[[150.9259008,-33.9259886],[150.9285999,-33.9271086]]}"
,,M1,Princes Highway,Road Bridge,,M1,NSW,Illawarra & Shoalhaven,,-34.665197,150.846393,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,54,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4902878,OSM:way/4902878,4902878,,"{""type"":""LineString"",""coordinates"":[[150.846502,-34.6649725],[150.8462833,-34.665422]]}"
,,OSM-4903559,Bold Street,Road Bridge,,,NSW,Sydney Metropolitan,,-33.831689,151.010023,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,4,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4903559,OSM:way/4903559,4903559,,"{""type"":""LineString"",""coordinates"":[[151.0100815,-33.8315837],[151.0099996,-33.8317317],[151.009989,-33.8317523]]}"
,,OSM-4904901,Cambewarra Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.85013,150.611879,,Local Council (inferred),,Beam Bridge,,,,,,,,23,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4904901,OSM:way/4904901,4904901,,"{""type"":""LineString"",""coordinates"":[[150.6117625,-34.8500883],[150.6119946,-34.8501716]]}"
,,A1,Princes Highway,Road Bridge,,A1,NSW,Illawarra & Shoalhaven,,-34.864002,150.60137,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,359,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4905102,OSM:way/4905102,4905102,,"{""type"":""LineString"",""coordinates"":[[150.6011019,-34.8624035],[150.6016387,-34.8656015]]}"
,,OSM-4911362,Woodhill Mountain Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.772036,150.703723,,Local Council (inferred),,Beam Bridge,,,,,,,,26,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4911362,OSM:way/4911362,4911362,,"{""type"":""LineString"",""coordinates"":[[150.7037138,-34.7721528],[150.7037316,-34.7719192]]}"
,,B88,Picton Road,Road Bridge,,B88,NSW,Illawarra & Shoalhaven,,-34.229551,150.667712,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,77,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4916841,OSM:way/4916841,4916841,,"{""type"":""LineString"",""coordinates"":[[150.6674057,-34.2293181],[150.6677134,-34.2295515],[150.6680178,-34.2297843]]}"
,,B88,Picton Road,Road Bridge,,B88,NSW,Illawarra & Shoalhaven,,-34.365271,150.859251,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,71,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4917797,OSM:way/4917797,4917797,,"{""type"":""LineString"",""coordinates"":[[150.8589072,-34.3651401],[150.8592459,-34.365252],[150.8596012,-34.3654198]]}"
,,OSM-4958280,Tannery Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.776382,150.710841,,Local Council (inferred),,Beam Bridge,,,,,,,,47,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4958280,OSM:way/4958280,4958280,,"{""type"":""LineString"",""coordinates"":[[150.710598,-34.7763116],[150.7110846,-34.776452]]}"
,,OSM-4958288,Bolong Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.853579,150.677651,,Local Council (inferred),,Beam Bridge,,,,,,,,102,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4958288,OSM:way/4958288,4958288,,"{""type"":""LineString"",""coordinates"":[[150.6770992,-34.8535109],[150.6782026,-34.853648]]}"
,,OSM-4960489,Culburra Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.936998,150.694469,,Local Council (inferred),,Beam Bridge,,,,,,,,12,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4960489,OSM:way/4960489,4960489,,"{""type"":""LineString"",""coordinates"":[[150.6944068,-34.9369862],[150.6945315,-34.9370106]]}"
,,OSM-4960493,Pyree Lane,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.921791,150.683216,,Local Council (inferred),,Beam Bridge,,,,,,,,58,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4960493,OSM:way/4960493,4960493,,"{""type"":""LineString"",""coordinates"":[[150.6831482,-34.9215364],[150.6831865,-34.9217145],[150.6832322,-34.9218718],[150.6832968,-34.9220427]]}"
,,OSM-4960702,Warringah Freeway On Ramp,Road Bridge,,,NSW,Sydney Metropolitan,,-33.839445,151.21045,,Local Council (inferred),,Beam Bridge,,,,,,,,59,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/4960702,OSM:way/4960702,4960702,,"{""type"":""LineString"",""coordinates"":[[151.2102514,-33.8392763],[151.2103354,-33.8393216],[151.2103795,-33.8393396],[151.2104108,-33.8393545],[151.2104428,-33.8393746],[151.2104594,-33.8393907],[151.2104766,-33.839412],[151.2104871,-33.8394306],[151.2104974,-33.8394517],[151.2105072,-33.8394833],[151.2105127,-33.8395151],[151.2105167,-33.8395573],[151.2105184,-33.8396168],[151.2105107,-33.8397016]]}"
